"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53214,93.8,"ER visits/ 10,000 population under 18 years",81.5,106.1,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53214,90.8,"ER visits/ 10,000 population under 18 years",78.8,102.8,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53214,90.7,"ER visits/ 10,000 population under 18 years",78.7,102.7,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53215,52.8,"ER visits/ 10,000 population under 18 years",46.9,58.7,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53215,41.2,"ER visits/ 10,000 population under 18 years",36.0,46.4,,,,,No,2017-2019,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53215,42.7,"ER visits/ 10,000 population under 18 years",37.5,47.9,,,,,No,2016-2018,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53215,53.4,"ER visits/ 10,000 population under 18 years",47.7,59.1,,,,,No,2015-2017,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53215,90.5,"ER visits/ 10,000 population under 18 years",83.1,97.9,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53215,97.0,"ER visits/ 10,000 population under 18 years",89.3,104.7,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53215,107.9,"ER visits/ 10,000 population under 18 years",99.7,116.1,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53216,124.4,"ER visits/ 10,000 population under 18 years",110.7,138.1,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53216,96.7,"ER visits/ 10,000 population under 18 years",84.8,108.6,,,,,No,2017-2019,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53216,103.1,"ER visits/ 10,000 population under 18 years",90.9,115.3,,,,,No,2016-2018,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53216,124.1,"ER visits/ 10,000 population under 18 years",110.9,137.3,,,,,No,2015-2017,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53216,197.7,"ER visits/ 10,000 population under 18 years",181.3,214.1,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53216,207.3,"ER visits/ 10,000 population under 18 years",190.6,224.0,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53216,202.5,"ER visits/ 10,000 population under 18 years",186.1,218.9,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53217,9.7,"ER visits/ 10,000 population under 18 years",5.3,14.1,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53217,8.6,"ER visits/ 10,000 population under 18 years",4.5,12.7,,,,,No,2017-2019,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53217,9.7,"ER visits/ 10,000 population under 18 years",5.3,14.1,,,,,No,2016-2018,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53217,14.8,"ER visits/ 10,000 population under 18 years",9.5,20.1,,,,,No,2015-2017,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53217,23.9,"ER visits/ 10,000 population under 18 years",17.2,30.6,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53217,21.7,"ER visits/ 10,000 population under 18 years",15.4,28.0,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53217,22.2,"ER visits/ 10,000 population under 18 years",15.9,28.5,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53218,119.8,"ER visits/ 10,000 population under 18 years",108.7,130.9,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53218,96.7,"ER visits/ 10,000 population under 18 years",86.8,106.6,,,,,No,2017-2019,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53218,112.5,"ER visits/ 10,000 population under 18 years",101.9,123.1,,,,,No,2016-2018,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53218,127.5,"ER visits/ 10,000 population under 18 years",116.4,138.6,,,,,No,2015-2017,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53218,188.3,"ER visits/ 10,000 population under 18 years",174.9,201.7,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53218,196.5,"ER visits/ 10,000 population under 18 years",183.0,210.0,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53218,187.0,"ER visits/ 10,000 population under 18 years",173.8,200.2,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53219,39.0,"ER visits/ 10,000 population under 18 years",30.8,47.2,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53219,29.2,"ER visits/ 10,000 population under 18 years",22.2,36.2,,,,,No,2017-2019,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53219,29.2,"ER visits/ 10,000 population under 18 years",22.2,36.2,,,,,No,2016-2018,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53219,40.1,"ER visits/ 10,000 population under 18 years",32.0,48.2,,,,,No,2015-2017,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53219,71.1,"ER visits/ 10,000 population under 18 years",60.4,81.8,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53219,76.7,"ER visits/ 10,000 population under 18 years",65.7,87.7,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53219,83.4,"ER visits/ 10,000 population under 18 years",71.7,95.1,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Pediatric Asthma","This indicator shows the age-adjusted emergency room visit rate due to asthma per 10,000 population aged under 18 years. Asthma cases with a secondary diagnosis of cystic fibrosis or other respiratory anomalies are excluded.","Zip Code",53220,38.8,"ER visits/ 10,000 population under 18 years",29.2,48.4,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
